Product,Year,Month,Week,Quantity,Avg_cost,Standart_price,Category,Holiday,Temp_Hi,Temp_Lo,Temp_Rain
7290003321155,2018,8,31,652,2.97,2.97,100216,0,31.71,24.14,0
7290004127336,2018,8,31,672,4.02,4.02,100204,0,31.71,24.14,0
7290005839313,2018,8,31,569,3.06,3.06,100228,0,31.71,24.14,0
7290011133450,2018,8,31,636,1.04,1.04,100538,0,31.71,24.14,0
7290000057477,2018,8,31,478,6.21,6.21,100188,0,31.71,24.14,0
7290008909877,2018,8,31,351,31.35,30.88,103238,0,31.71,24.14,0
7290004131074,2018,8,31,6801,4.14,4.14,100188,0,31.71,24.14,0
7290003029181,2018,8,31,387,6.90,7.92,100192,0,31.71,24.14,0
7290014940901,2018,8,31,230,8.68,8.68,100404,0,31.71,24.14,0
7290011017866,2018,8,31,720,2.02,2.23,103240,0,31.71,24.14,0
7290011194246,2018,8,31,1323,4.31,4.31,100204,0,31.71,24.14,0
7290000042015,2018,8,31,3008,3.74,3.74,100581,0,31.71,24.14,0
7290002390046,2018,8,31,471,4.47,4.47,100399,0,31.71,24.14,0
7290001045220,2018,8,31,185,16.96,16.96,100594,0,31.71,24.14,0
72940761,2018,8,31,1769,1.91,1.91,100228,0,31.71,24.14,0
7290004122195,2018,8,31,300,9.18,9.18,100211,0,31.71,24.14,0
7290000046327,2018,8,31,288,8.53,8.53,100211,0,31.71,24.14,0
7290004125738,2018,8,31,500,4.21,4.21,100233,0,31.71,24.14,0
7290005201882,2018,8,31,120,13.36,13.36,100303,0,31.71,24.14,0
7290005838002,2018,8,31,417,2.75,2.75,100416,0,31.71,24.14,0
7290002871361,2018,8,31,1460,4.35,4.35,103417,0,31.71,24.14,0
17,2018,8,31,2979,3.65,3.65,100400,0,31.71,24.14,0
7290004127800,2018,8,31,393,6.46,6.46,100200,0,31.71,24.14,0
7290002824183,2018,8,31,511,6.27,6.27,100200,0,31.71,24.14,0
7290001201596,2018,8,31,480,7.50,7.50,100321,0,31.71,24.14,0
7290004125400,2018,8,31,516,1.09,1.09,100221,0,31.71,24.14,0
7290000057118,2018,8,31,576,14.87,14.87,100211,0,31.71,24.14,0
7290002390220,2018,8,31,2634,0.76,0.76,100405,0,31.71,24.14,0
86,2018,8,31,795,3.36,3.36,100398,0,31.71,24.14,0
7290002065555,2018,8,31,405,7.65,7.73,100405,0,31.71,24.14,0
7290000178707,2018,8,31,543,2.21,2.02,100379,0,31.71,24.14,0
7290000042442,2018,8,31,672,4.14,4.14,100188,0,31.71,24.14,0
7290107932080,2018,8,31,939,4.48,5.28,100845,0,31.71,24.14,0
7290003457953,2018,8,31,160,6.09,6.09,103560,0,31.71,24.14,0
7290004125509,2018,8,31,1008,1.09,1.09,100222,0,31.71,24.14,0
7290004923099,2018,8,31,681,8.34,8.34,100359,0,31.71,24.14,0
7290000066318,2018,8,31,1320,2.77,2.77,100381,0,31.71,24.14,0
7290003029815,2018,8,31,431,10.54,10.54,100845,0,31.71,24.14,0
7290000048185,2018,8,31,648,3.23,3.23,100200,0,31.71,24.14,0
7290002824640,2018,8,31,854,3.15,3.15,100200,0,31.71,24.14,0
7290004120832,2018,8,31,478,8.28,8.28,100188,0,31.71,24.14,0
7290002331322,2018,8,31,931,7.88,7.48,100359,0,31.71,24.14,0
7290004127329,2018,8,31,1482,4.02,4.02,100204,0,31.71,24.14,0
7290004125417,2018,8,31,720,1.00,1.00,100220,0,31.71,24.14,0
7290000408354,2018,8,31,902,2.97,2.97,100216,0,31.71,24.14,0
7290004584528,2018,8,31,657,2.33,2.33,100214,0,31.71,24.14,0
7290000408316,2018,8,31,806,2.33,2.33,100214,0,31.71,24.14,0
7290000211503,2018,8,31,750,2.32,2.20,100243,0,31.71,24.14,0
5906485301012,2018,8,31,3264,1.77,1.80,100336,0,31.71,24.14,0
7290000043111,2018,8,31,510,5.51,5.51,100198,0,31.71,24.14,0
7290000056845,2018,8,31,840,6.21,6.21,100188,0,31.71,24.14,0
7290107647762,2018,8,31,256,12.63,12.63,102939,0,31.71,24.14,0
7290011018313,2018,8,31,129,18.89,18.89,100329,0,31.71,24.14,0
7290004125455,2018,8,31,1418,1.61,1.61,100222,0,31.71,24.14,0
7290003119110,2018,8,31,511,31.88,30.88,103238,0,31.71,24.14,0
7290011017873,2018,8,31,433,2.02,2.23,103240,0,31.71,24.14,0
7290003029792,2018,8,31,388,13.82,13.82,100194,0,31.71,24.14,0
7290000041445,2018,8,31,1752,4.02,4.02,100204,0,31.71,24.14,0
7290013027368,2018,8,31,932,2.84,2.84,100405,0,31.71,24.14,0
7290001594155,2018,8,31,432,3.44,3.44,103240,0,31.71,24.14,0
7290008713184,2018,8,31,491,6.20,5.90,100406,0,31.71,24.14,0
7290006764072,2018,8,31,760,3.75,3.75,103417,0,31.71,24.14,0
7290107932080,2018,7,35,0,5.28,5.28,100845,0,31.67,24.33,0
7290003321155,2018,7,35,0,2.97,2.97,100216,0,31.67,24.33,0
17,2018,7,35,0,3.65,3.65,100400,0,31.67,24.33,0
7290014940901,2018,7,35,0,8.68,8.68,100404,0,31.67,24.33,0
86,2018,7,35,0,3.36,3.36,100398,0,31.67,24.33,0
379609,2018,7,35,0,2.43,2.43,100405,0,31.67,24.33,0
7290000379104,2018,7,35,0,4.97,4.97,100399,0,31.67,24.33,0
379432,2018,7,35,0,1.33,1.33,100405,0,31.67,24.33,0
7290013027368,2018,7,35,0,2.84,2.84,100405,0,31.67,24.33,0
7290000041858,2018,7,35,0,1.75,1.75,100222,0,31.67,24.33,0
7290008713184,2018,7,35,0,6.20,5.90,100406,0,31.67,24.33,0
7290000057477,2018,7,31,220,6.21,6.21,100188,0,31.71,24.14,0
7290002390220,2018,7,31,2367,0.76,0.76,100405,0,31.71,24.14,0
7290000042442,2018,7,31,1306,4.14,4.14,100188,0,31.71,24.14,0
7290000688732,2018,7,31,228,3.40,8.49,100359,0,31.71,24.14,0
379609,2018,7,31,812,2.43,2.43,100405,0,31.71,24.14,0
7290004127336,2018,7,31,648,4.02,4.02,100204,0,31.71,24.14,0
7290002871361,2018,7,31,660,4.35,4.35,103417,0,31.71,24.14,0
7290000042404,2018,7,31,729,4.37,4.37,100581,0,31.71,24.14,0
7290004554330,2018,7,31,4200,1.47,1.47,103560,0,31.71,24.14,0
7290000042435,2018,7,31,508,3.92,3.92,100188,0,31.71,24.14,0
7290000379104,2018,7,31,4371,4.97,4.97,100399,0,31.71,24.14,0
72940761,2018,7,31,2816,1.91,1.91,100228,0,31.71,24.14,0
7290004122195,2018,7,31,368,9.18,9.18,100211,0,31.71,24.14,0
7290000688381,2018,7,31,412,6.57,6.57,100360,0,31.71,24.14,0
7290003321155,2018,7,31,823,2.97,2.97,100216,0,31.71,24.14,0
7290000043111,2018,7,31,490,5.51,5.51,100198,0,31.71,24.14,0
7290002824183,2018,7,31,566,6.27,6.27,100200,0,31.71,24.14,0
7290004127800,2018,7,31,450,6.46,6.46,100200,0,31.71,24.14,0
7290000408354,2018,7,31,1046,2.97,2.97,100216,0,31.71,24.14,0
7290000057118,2018,7,31,573,14.87,14.87,100211,0,31.71,24.14,0
7290004125400,2018,7,31,756,1.09,1.09,100221,0,31.71,24.14,0
7290011194246,2018,7,31,1594,4.31,4.31,100204,0,31.71,24.14,0
7290014940901,2018,7,31,514,8.68,8.68,100404,0,31.71,24.14,0
17,2018,7,31,867,3.65,3.65,100400,0,31.71,24.14,0
7290004923099,2018,7,31,565,8.34,8.34,100359,0,31.71,24.14,0
7290008645935,2018,7,31,807,6.87,6.87,100466,0,31.71,24.14,0
379432,2018,7,31,2384,1.33,1.33,100405,0,31.71,24.14,0
7290000066318,2018,7,31,680,2.77,2.77,100381,0,31.71,24.14,0
7290000048185,2018,7,31,720,3.23,3.23,100200,0,31.71,24.14,0
7290000178707,2018,7,31,697,2.53,2.02,100379,0,31.71,24.14,0
7290005838002,2018,7,31,756,2.75,2.75,100416,0,31.71,24.14,0
7290003029433,2018,7,31,944,3.57,3.57,100191,0,31.71,24.14,0
7290000043814,2018,7,31,928,4.06,4.06,100233,0,31.71,24.14,0
86,2018,7,31,1421,3.36,3.36,100398,0,31.71,24.14,0
7290002824640,2018,7,31,1022,3.15,3.15,100200,0,31.71,24.14,0
7290011017866,2018,7,31,432,0.36,2.23,103240,0,31.71,24.14,0
7290004125738,2018,7,31,452,4.21,4.21,100233,0,31.71,24.14,0
7290002065555,2018,7,31,755,7.73,7.73,100405,0,31.71,24.14,0
7290000046327,2018,7,31,276,8.53,8.53,100211,0,31.71,24.14,0
7290001045220,2018,7,31,249,16.96,16.96,100594,0,31.71,24.14,0
7290001201596,2018,7,31,865,7.50,7.50,100321,0,31.71,24.14,0
7290002390046,2018,7,31,607,4.47,4.47,100399,0,31.71,24.14,0
7290004120832,2018,7,31,516,8.28,8.28,100188,0,31.71,24.14,0
7290004125417,2018,7,31,936,1.00,1.00,100220,0,31.71,24.14,0
7290001594155,2018,7,31,768,3.44,3.44,103240,0,31.71,24.14,0
7290006764072,2018,7,31,1380,1.22,3.75,103417,0,31.71,24.14,0
7290000408316,2018,7,31,1018,2.33,2.33,100214,0,31.71,24.14,0
7290004584528,2018,7,31,615,2.33,2.33,100214,0,31.71,24.14,0
7290003029792,2018,7,31,586,13.82,13.82,100194,0,31.71,24.14,0
7290004127329,2018,7,31,1788,4.02,4.02,100204,0,31.71,24.14,0
7290005201882,2018,7,31,1968,7.02,13.36,100303,0,31.71,24.14,0
7290002331322,2018,7,31,1237,3.09,7.48,100359,0,31.71,24.14,0
7290000042015,2018,7,31,2497,3.74,3.74,100581,0,31.71,24.14,0
7290004125455,2018,7,31,1656,1.61,1.61,100222,0,31.71,24.14,0
7290003457953,2018,7,31,1378,6.09,6.09,103560,0,31.71,24.14,0
7290003029181,2018,7,31,488,7.92,7.92,100192,0,31.71,24.14,0
7290003029815,2018,7,31,563,10.54,10.54,100845,0,31.71,24.14,0
7290107932080,2018,7,31,1263,5.28,5.28,100845,0,31.71,24.14,0
7290000211503,2018,7,31,840,2.32,2.20,100243,0,31.71,24.14,0
7290003119110,2018,7,31,866,30.55,30.88,103238,0,31.71,24.14,0
7290004131074,2018,7,31,7253,4.14,4.14,100188,0,31.71,24.14,0
7290004554781,2018,7,31,3393,1.47,1.47,103560,0,31.71,24.14,0
7290000041858,2018,7,31,1335,1.75,1.75,100222,0,31.71,24.14,0
7290000041445,2018,7,31,1512,4.02,4.02,100204,0,31.71,24.14,0
7290000056845,2018,7,31,1002,6.21,6.21,100188,0,31.71,24.14,0
7290008909877,2018,7,31,411,30.88,30.88,103238,0,31.71,24.14,0
7290005839313,2018,7,31,645,3.06,3.06,100228,0,31.71,24.14,0
7290008713184,2018,7,31,418,6.20,5.90,100406,0,31.71,24.14,0
7290011017873,2018,7,31,576,0.51,2.23,103240,0,31.71,24.14,0
7290011133450,2018,7,31,1600,1.04,1.04,100538,0,31.71,24.14,0
7290013027368,2018,7,31,2209,2.84,2.84,100405,0,31.71,24.14,0
7290107647762,2018,7,31,1464,4.90,12.63,102939,0,31.71,24.14,0
7290011018313,2018,7,31,110,5.98,18.89,100329,0,31.71,24.14,0
5906485301012,2018,7,31,4128,1.78,1.80,100336,0,31.71,24.14,0
7290004125509,2018,7,31,1056,1.09,1.09,100222,0,31.71,24.14,0
7290000042442,2018,7,30,3568,4.14,4.14,100188,0,33.00,24.71,0
7290000043814,2018,7,30,1633,4.06,4.06,100233,0,33.00,24.71,0
7290004127800,2018,7,30,960,6.46,6.46,100200,0,33.00,24.71,0
7290004127336,2018,7,30,1324,4.02,4.02,100204,0,33.00,24.71,0
7290004125400,2018,7,30,1564,1.09,1.09,100221,0,33.00,24.71,0
7290002824183,2018,7,30,893,6.27,6.27,100200,0,33.00,24.71,0
7290002065555,2018,7,30,1110,7.73,7.73,100405,0,33.00,24.71,0
7290001045220,2018,7,30,528,16.96,16.96,100594,0,33.00,24.71,0
7290000688732,2018,7,30,1001,8.49,8.49,100359,0,33.00,24.71,0
7290000057118,2018,7,30,1085,14.87,14.87,100211,0,33.00,24.71,0
7290002390220,2018,7,30,2887,0.76,0.76,100405,0,33.00,24.71,0
7290002871361,2018,7,30,1920,4.35,4.35,103417,0,33.00,24.71,0
7290003029181,2018,7,30,757,7.92,7.92,100192,0,33.00,24.71,0
7290011017866,2018,7,30,2880,2.02,2.23,103240,0,33.00,24.71,0
7290000057477,2018,7,30,1176,6.21,6.21,100188,0,33.00,24.71,0
7290004122195,2018,7,30,692,9.18,9.18,100211,0,33.00,24.71,0
7290000046327,2018,7,30,676,8.53,8.53,100211,0,33.00,24.71,0
72940761,2018,7,30,3941,1.91,1.91,100228,0,33.00,24.71,0
379432,2018,7,30,3847,1.33,1.33,100405,0,33.00,24.71,0
7290002390046,2018,7,30,1136,4.47,4.47,100399,0,33.00,24.71,0
7290004125738,2018,7,30,1120,4.21,4.21,100233,0,33.00,24.71,0
17,2018,7,30,3530,3.65,3.65,100400,0,33.00,24.71,0
7290008909877,2018,7,30,569,30.88,30.88,103238,0,33.00,24.71,0
379609,2018,7,30,1266,2.43,2.43,100405,0,33.00,24.71,0
7290000042015,2018,7,30,6050,3.74,3.74,100581,0,33.00,24.71,0
5906485301012,2018,7,30,4536,1.78,1.80,100336,0,33.00,24.71,0
7290005201882,2018,7,30,3185,13.36,13.36,100303,0,33.00,24.71,0
7290000041858,2018,7,30,3013,1.75,1.75,100222,0,33.00,24.71,0
7290011133450,2018,7,30,1580,1.04,1.04,100538,0,33.00,24.71,0
7290005839313,2018,7,30,1285,3.06,3.06,100228,0,33.00,24.71,0
7290000042435,2018,7,30,1008,3.92,3.92,100188,0,33.00,24.71,0
7290005838002,2018,7,30,1480,2.75,2.75,100416,0,33.00,24.71,0
7290004554781,2018,7,30,1617,1.47,1.47,103560,0,33.00,24.71,0
86,2018,7,30,1843,3.36,3.36,100398,0,33.00,24.71,0
7290003029433,2018,7,30,1877,3.57,3.57,100191,0,33.00,24.71,0
7290004554330,2018,7,30,1800,1.47,1.47,103560,0,33.00,24.71,0
7290008645935,2018,7,30,1168,6.87,6.87,100466,0,33.00,24.71,0
7290000688381,2018,7,30,756,6.57,6.57,100360,0,33.00,24.71,0
7290004131074,2018,7,30,13876,4.14,4.14,100188,0,33.00,24.71,0
7290008713184,2018,7,30,1005,6.20,5.90,100406,0,33.00,24.71,0
7290000379104,2018,7,30,5802,4.97,4.97,100399,0,33.00,24.71,0
7290000042404,2018,7,30,1053,4.37,4.37,100581,0,33.00,24.71,0
7290006764072,2018,7,30,1260,3.75,3.75,103417,0,33.00,24.71,0
7290011018313,2018,7,30,289,18.99,18.89,100329,0,33.00,24.71,0
7290000178707,2018,7,30,1208,2.53,2.02,100379,0,33.00,24.71,0
7290013027368,2018,7,30,2656,2.84,2.84,100405,0,33.00,24.71,0
7290001594155,2018,7,30,864,3.44,3.44,103240,0,33.00,24.71,0
7290000056845,2018,7,30,1464,6.21,6.21,100188,0,33.00,24.71,0
7290003029792,2018,7,30,892,13.82,13.82,100194,0,33.00,24.71,0
7290107932080,2018,7,30,2080,5.28,5.28,100845,0,33.00,24.71,0
7290107647762,2018,7,30,104,12.63,12.63,102939,0,33.00,24.71,0
7290000408316,2018,7,30,1697,2.33,2.33,100214,0,33.00,24.71,0
7290003029815,2018,7,30,962,10.54,10.54,100845,0,33.00,24.71,0
7290004125455,2018,7,30,3384,1.61,1.61,100222,0,33.00,24.71,0
7290004125509,2018,7,30,2256,1.09,1.09,100222,0,33.00,24.71,0
7290000066318,2018,7,30,1360,2.77,2.77,100381,0,33.00,24.71,0
7290004120832,2018,7,30,1143,8.28,8.28,100188,0,33.00,24.71,0
7290003321155,2018,7,30,1778,2.97,2.97,100216,0,33.00,24.71,0
7290004127329,2018,7,30,3354,4.02,4.02,100204,0,33.00,24.71,0
7290000408354,2018,7,30,1858,2.97,2.97,100216,0,33.00,24.71,0
7290004125417,2018,7,30,1876,1.00,1.00,100220,0,33.00,24.71,0
7290003457953,2018,7,30,670,6.09,6.09,103560,0,33.00,24.71,0
7290004584528,2018,7,30,1361,2.33,2.33,100214,0,33.00,24.71,0
7290000041445,2018,7,30,3602,4.02,4.02,100204,0,33.00,24.71,0
7290002824640,2018,7,30,1971,3.15,3.15,100200,0,33.00,24.71,0
7290011017873,2018,7,30,1728,2.02,2.23,103240,0,33.00,24.71,0
7290000048185,2018,7,30,1502,3.23,3.23,100200,0,33.00,24.71,0
7290000211503,2018,7,30,2751,2.32,2.20,100243,0,33.00,24.71,0
7290001201596,2018,7,30,816,7.50,7.50,100321,0,33.00,24.71,0
7290014940901,2018,7,30,649,8.68,8.68,100404,0,33.00,24.71,0
7290002331322,2018,7,30,2186,7.68,7.48,100359,0,33.00,24.71,0
7290003119110,2018,7,30,1427,31.88,30.88,103238,0,33.00,24.71,0
7290000043111,2018,7,30,670,5.51,5.51,100198,0,33.00,24.71,0
7290011194246,2018,7,30,2859,4.31,4.31,100204,0,33.00,24.71,0
7290004923099,2018,7,30,850,8.34,8.34,100359,0,33.00,24.71,0
7290004127329,2018,7,29,3480,4.02,4.02,100204,1,32.00,24.43,0
7290000046327,2018,7,29,732,8.53,8.53,100211,1,32.00,24.43,0
7290003321155,2018,7,29,2866,2.97,2.97,100216,1,32.00,24.43,0
7290107932080,2018,7,29,3654,5.28,5.28,100845,1,32.00,24.43,0
7290000048185,2018,7,29,1620,3.23,3.23,100200,1,32.00,24.43,0
7290004120832,2018,7,29,999,8.28,8.28,100188,1,32.00,24.43,0
7290003029815,2018,7,29,1751,10.54,10.54,100845,1,32.00,24.43,0
7290003457953,2018,7,29,1452,6.09,6.09,103560,1,32.00,24.43,0
7290000178707,2018,7,29,1575,2.53,2.02,100379,1,32.00,24.43,0
7290004127800,2018,7,29,1089,6.46,6.46,100200,1,32.00,24.43,0
7290000041445,2018,7,29,3433,4.02,4.02,100204,1,32.00,24.43,0
7290000408354,2018,7,29,3301,2.97,2.97,100216,1,32.00,24.43,0
7290001201596,2018,7,29,504,7.50,7.50,100321,1,32.00,24.43,0
7290000057118,2018,7,29,1173,14.87,14.87,100211,1,32.00,24.43,0
7290001594155,2018,7,29,1176,3.44,3.44,103240,1,32.00,24.43,0
7290000043111,2018,7,29,1010,5.51,5.51,100198,1,32.00,24.43,0
7290000066318,2018,7,29,2090,2.77,2.77,100381,1,32.00,24.43,0
7290004923099,2018,7,29,1604,8.34,8.34,100359,1,32.00,24.43,0
17,2018,7,29,3729,3.65,3.65,100400,1,32.00,24.43,0
7290013027368,2018,7,29,2446,2.84,2.84,100405,1,32.00,24.43,0
7290002331322,2018,7,29,1687,7.68,7.48,100359,1,32.00,24.43,0
7290001045220,2018,7,29,778,16.96,16.96,100594,1,32.00,24.43,0
7290000056845,2018,7,29,1380,6.21,6.21,100188,1,32.00,24.43,0
7290011194246,2018,7,29,5468,4.31,4.31,100204,1,32.00,24.43,0
7290004125738,2018,7,29,1328,4.21,4.21,100233,1,32.00,24.43,0
7290011017866,2018,7,29,912,2.02,2.23,103240,1,32.00,24.43,0
7290002824640,2018,7,29,3335,3.15,3.15,100200,1,32.00,24.43,0
7290011017873,2018,7,29,456,2.02,2.23,103240,1,32.00,24.43,0
7290003119110,2018,7,29,1304,31.88,30.88,103238,1,32.00,24.43,0
7290000211503,2018,7,29,2550,2.32,2.20,100243,1,32.00,24.43,0
7290014940901,2018,7,29,759,8.68,8.68,100404,1,32.00,24.43,0
7290004125455,2018,7,29,3516,1.61,1.61,100222,1,32.00,24.43,0
7290004125509,2018,7,29,2196,1.09,1.09,100222,1,32.00,24.43,0
7290006764072,2018,7,29,7060,3.75,3.75,103417,1,32.00,24.43,0
7290003029792,2018,7,29,1631,13.82,13.82,100194,1,32.00,24.43,0
7290004584528,2018,7,29,2614,2.33,2.33,100214,1,32.00,24.43,0
7290005201882,2018,7,29,289,13.36,13.36,100303,1,32.00,24.43,0
7290004125417,2018,7,29,1584,1.00,1.00,100220,1,32.00,24.43,0
7290004127336,2018,7,29,1296,4.02,4.02,100204,1,32.00,24.43,0
379609,2018,7,29,1150,2.43,2.43,100405,1,32.00,24.43,0
7290000408316,2018,7,29,3435,2.33,2.33,100214,1,32.00,24.43,0
7290107647762,2018,7,29,184,12.63,12.63,102939,1,32.00,24.43,0
7290000057477,2018,7,29,1164,6.21,6.21,100188,1,32.00,24.43,0
7290000379104,2018,7,29,5882,4.97,4.97,100399,1,32.00,24.43,0
7290011133450,2018,7,29,2084,1.04,1.04,100538,1,32.00,24.43,0
7290000688732,2018,7,29,505,8.49,8.49,100359,1,32.00,24.43,0
7290000042015,2018,7,29,5061,3.74,3.74,100581,1,32.00,24.43,0
7290003029181,2018,7,29,1327,7.92,7.92,100192,1,32.00,24.43,0
7290004125400,2018,7,29,1489,1.09,1.09,100221,1,32.00,24.43,0
7290000042442,2018,7,29,6042,4.14,4.14,100188,1,32.00,24.43,0
7290008909877,2018,7,29,646,30.88,30.88,103238,1,32.00,24.43,0
7290002390220,2018,7,29,2817,0.76,0.76,100405,1,32.00,24.43,0
7290004122195,2018,7,29,832,9.18,9.18,100211,1,32.00,24.43,0
7290004131074,2018,7,29,9016,4.14,4.14,100188,1,32.00,24.43,0
7290000041858,2018,7,29,4725,1.75,1.75,100222,1,32.00,24.43,0
7290000043814,2018,7,29,1692,4.06,4.06,100233,1,32.00,24.43,0
7290000042435,2018,7,29,919,3.92,3.92,100188,1,32.00,24.43,0
7290011018313,2018,7,29,303,18.99,18.89,100329,1,32.00,24.43,0
7290008645935,2018,7,29,3066,6.87,6.87,100466,1,32.00,24.43,0
7290002065555,2018,7,29,834,7.73,7.73,100405,1,32.00,24.43,0
5906485301012,2018,7,29,4176,1.78,1.80,100336,1,32.00,24.43,0
7290004554330,2018,7,29,8775,1.47,1.47,103560,1,32.00,24.43,0
72940761,2018,7,29,7437,1.91,1.91,100228,1,32.00,24.43,0
7290000042404,2018,7,29,1945,4.37,4.37,100581,1,32.00,24.43,0
7290008713184,2018,7,29,849,6.20,5.90,100406,1,32.00,24.43,0
7290004554781,2018,7,29,4600,1.47,1.47,103560,1,32.00,24.43,0
7290005838002,2018,7,29,2453,2.75,2.75,100416,1,32.00,24.43,0
7290002871361,2018,7,29,1320,4.35,4.35,103417,1,32.00,24.43,0
7290002390046,2018,7,29,1045,4.47,4.47,100399,1,32.00,24.43,0
7290005839313,2018,7,29,2181,3.06,3.06,100228,1,32.00,24.43,0
7290000688381,2018,7,29,412,6.57,6.57,100360,1,32.00,24.43,0
379432,2018,7,29,5776,1.33,1.33,100405,1,32.00,24.43,0
86,2018,7,29,1980,3.36,3.36,100398,1,32.00,24.43,0
7290003029433,2018,7,29,3533,3.53,3.57,100191,1,32.00,24.43,0
7290002824183,2018,7,29,1975,6.27,6.27,100200,1,32.00,24.43,0
7290004131074,2018,7,28,13859,4.14,4.14,100188,0,32.14,23.86,0
7290000056845,2018,7,28,1224,6.21,6.21,100188,0,32.14,23.86,0
7290004125417,2018,7,28,1764,1.00,1.00,100220,0,32.14,23.86,0
7290004125455,2018,7,28,3149,1.61,1.61,100222,0,32.14,23.86,0
7290000042015,2018,7,28,5627,3.74,3.74,100581,0,32.14,23.86,0
7290013027368,2018,7,28,2486,2.84,2.84,100405,0,32.14,23.86,0
7290005201882,2018,7,28,336,13.36,13.36,100303,0,32.14,23.86,0
7290000041858,2018,7,28,1747,1.75,1.75,100222,0,32.14,23.86,0
7290008909877,2018,7,28,829,30.88,30.88,103238,0,32.14,23.86,0
7290011133450,2018,7,28,391,1.04,1.04,100538,0,32.14,23.86,0
7290005839313,2018,7,28,727,3.06,3.06,100228,0,32.14,23.86,0
7290001594155,2018,7,28,1008,3.44,3.44,103240,0,32.14,23.86,0
7290003029181,2018,7,28,417,7.92,7.92,100192,0,32.14,23.86,0
7290003457953,2018,7,28,416,6.09,6.09,103560,0,32.14,23.86,0
7290000408316,2018,7,28,1033,2.33,2.33,100214,0,32.14,23.86,0
7290107647762,2018,7,28,1632,12.63,12.63,102939,0,32.14,23.86,0
7290003029815,2018,7,28,602,10.54,10.54,100845,0,32.14,23.86,0
7290107932080,2018,7,28,1487,5.28,5.28,100845,0,32.14,23.86,0
7290004125509,2018,7,28,1968,1.09,1.09,100222,0,32.14,23.86,0
7290004554781,2018,7,28,950,1.47,1.47,103560,0,32.14,23.86,0
7290004127329,2018,7,28,4518,4.02,4.02,100204,0,32.14,23.86,0
7290003029792,2018,7,28,604,13.82,13.82,100194,0,32.14,23.86,0
7290004584528,2018,7,28,746,2.33,2.33,100214,0,32.14,23.86,0
7290006764072,2018,7,28,1165,3.75,3.75,103417,0,32.14,23.86,0
7290002331322,2018,7,28,4262,7.68,7.48,100359,0,32.14,23.86,0
7290000041445,2018,7,28,2286,4.02,4.02,100204,0,32.14,23.86,0
7290011018313,2018,7,28,669,18.99,18.89,100329,0,32.14,23.86,0
7290003119110,2018,7,28,1560,31.88,30.88,103238,0,32.14,23.86,0
7290008713184,2018,7,28,859,6.20,5.90,100406,0,32.14,23.86,0
7290011017873,2018,7,28,4201,2.02,2.23,103240,0,32.14,23.86,0
5906485301012,2018,7,28,3936,1.78,1.80,100336,0,32.14,23.86,0
17,2018,7,28,3894,3.65,3.65,100400,0,32.14,23.86,0
7290000043111,2018,7,28,590,5.51,5.51,100198,0,32.14,23.86,0
7290000057118,2018,7,28,966,14.87,14.87,100211,0,32.14,23.86,0
7290000211503,2018,7,28,910,2.32,2.20,100243,0,32.14,23.86,0
7290002390220,2018,7,28,1813,0.76,0.76,100405,0,32.14,23.86,0
7290004122195,2018,7,28,636,9.18,9.18,100211,0,32.14,23.86,0
7290000408354,2018,7,28,1157,2.97,2.97,100216,0,32.14,23.86,0
7290004127800,2018,7,28,940,6.46,6.46,100200,0,32.14,23.86,0
7290001201596,2018,7,28,1183,7.50,7.50,100321,0,32.14,23.86,0
7290003321155,2018,7,28,1090,2.97,2.97,100216,0,32.14,23.86,0
7290000379104,2018,7,28,5829,4.97,4.97,100399,0,32.14,23.86,0
7290002390046,2018,7,28,939,4.47,4.47,100399,0,32.14,23.86,0
7290000057477,2018,7,28,919,6.21,6.21,100188,0,32.14,23.86,0
379609,2018,7,28,1159,2.43,2.43,100405,0,32.14,23.86,0
7290004125738,2018,7,28,1008,4.21,4.21,100233,0,32.14,23.86,0
7290000046327,2018,7,28,644,8.53,8.53,100211,0,32.14,23.86,0
7290000178707,2018,7,28,1312,2.53,2.02,100379,0,32.14,23.86,0
7290000048185,2018,7,28,1458,3.23,3.23,100200,0,32.14,23.86,0
7290004120832,2018,7,28,680,8.28,8.28,100188,0,32.14,23.86,0
7290004923099,2018,7,28,615,8.34,8.34,100359,0,32.14,23.86,0
7290000066318,2018,7,28,1200,2.77,2.77,100381,0,32.14,23.86,0
7290011017866,2018,7,28,6600,2.02,2.23,103240,0,32.14,23.86,0
7290002824640,2018,7,28,1558,3.15,3.15,100200,0,32.14,23.86,0
7290000688732,2018,7,28,1042,8.49,8.49,100359,0,32.14,23.86,0
7290002065555,2018,7,28,885,7.73,7.73,100405,0,32.14,23.86,0
7290014940901,2018,7,28,769,8.68,8.68,100404,0,32.14,23.86,0
7290005838002,2018,7,28,939,2.75,2.75,100416,0,32.14,23.86,0
7290000043814,2018,7,28,1620,4.06,4.06,100233,0,32.14,23.86,0
7290002824183,2018,7,28,575,6.27,6.27,100200,0,32.14,23.86,0
7290004127336,2018,7,28,1344,4.02,4.02,100204,0,32.14,23.86,0
379432,2018,7,28,5986,1.33,1.33,100405,0,32.14,23.86,0
7290002871361,2018,7,28,1700,4.35,4.35,103417,0,32.14,23.86,0
7290000042442,2018,7,28,1947,4.14,4.14,100188,0,32.14,23.86,0
7290003029433,2018,7,28,1038,3.57,3.57,100191,0,32.14,23.86,0
